"DX Entity","Location","HASC","Reference","Park Name","First QSO Date","QSOs"
"Japan","Tokyo","JP-TK","JA-2070","Harumi Port Prefectural Park","2023-04-04",8
"Japan","Toyama","JP-TY","JA-1373","Iozen Prefectural Nature Park","2023-06-04",1
"Japan","Toyama","JP-TY","JA-1375","Toyama Athletic Recreation Prefectural Park","2022-11-28",1
"Japan","Toyama","JP-TY","JA-1378","Joganjigawa Prefectural Park","2022-11-28",1
"Japan","Toyama","JP-TY","JA-1382","Taikoyama Land Prefectural Park","2022-11-28",1
"Japan","Toyama","JP-TY","JA-2056","Toyama Nature Museum Prefectural Park","2023-06-05",1
"Japan","Toyama","JP-TY","JA-2057","Yatyou no sono Prefectural Park","2023-04-30",2
"Japan","Toyama","JP-TY","JA-2063","Rinkai Bird Prefectural Park","2023-04-30",1
"Japan","Toyama","JP-TY","JA-2065","lumberyard Ryokuchi Prefectural Park","2023-04-30",1
"Japan","Toyama","JP-TY","JA-2066","Kaikou monument Ryokuchi Prefectural Park","2023-04-30",1
"Japan","Wakayama","JP-WK","JA-1987","Wakayama Prefecture Botanical Park Ryokka Center Prefectural Park","2023-04-23",1
"Japan","Yamagata","JP-YT","JA-0009","Bandai-Asahi National Park","2022-12-10",2
"Japan","Yamagata","JP-YT","JA-0109","Kurikoma Quasi-National Park","2023-04-30",1
"Japan","Yamagata","JP-YT","JA-0110","Zao Quasi-National Park","2022-11-20",11
"Japan","Yamagata","JP-YT","JA-1070","Shonai Kaihin Prefectural Nature Park","2022-12-10",1
"Japan","Yamagata","JP-YT","JA-1071","Goshozan Prefectural Nature Park","2022-11-19",2
"Japan","Yamagata","JP-YT","JA-1072","Kennan Prefectural Nature Park","2022-11-27",3
"Japan","Yamagata","JP-YT","JA-1074","Tendo Kogen Prefectural Nature Park","2022-11-27",6
"Japan","Yamagata","JP-YT","JA-1076","Yamagata Prefectural General Sports Prefectural Park","2022-11-12",2
"Japan","Yamagata","JP-YT","JA-1077","Nishizao Prefectural Park","2023-03-15",2
"Japan","Yamagata","JP-YT","JA-1078","Yumiharidaira Prefectural Park","2022-12-03",1
"Japan","Yamagata","JP-YT","JA-1079","Nakayama Prefectural Park","2023-06-25",1
"Japan","Yamagata","JP-YT","JA-1081","Mogami Central Prefectural Park","2023-04-16",1
"Japan","Yamagata","JP-YT","JA-1083","Kenko no Mori Prefectural Park","2022-11-12",4
"Japan","Yamagata","JP-YT","JA-1086","Kenmin Ryokuchi Prefectural Park","2022-12-31",2
"Japan","Yamagata","JP-YT","JA-1863","Choukai-no-mori Prefectural Park","2022-11-03",1
"Japan","Yamaguchi","JP-YC","JA-0023","Setonaikai National Park","2022-11-25",18
"Japan","Yamaguchi","JP-YC","JA-0143","Akiyoshidai Quasi-National Park","2022-12-21",5
"Japan","Yamanashi","JP-YN","JA-1326","Shibireko Prefectural Nature Park","2022-11-19",1
"Japan","Yamanashi","JP-YN","JA-1327","Minami Alps Koma Prefectural Nature Park","2023-05-27",2
"Japan","Yamanashi","JP-YN","JA-1328","Kose Sports Prefectural Park","2022-11-19",1
"Japan","Yamanashi","JP-YN","JA-1333","Fujikawa Craft Prefectural Park","2022-11-19",2
"Japan","Yamanashi","JP-YN","JA-1334","Fujihokuroku Prefectural Park","2023-03-21",1
"Japan","Yamanashi","JP-YN","JA-1906","Fuefukigawa Fruit Prefectural Park","2022-12-03",3
"Japan","Yamanashi","JP-YN","JA-1907","Midorigaoka Sports Prefectural Park","2022-12-03",2
"Japan","Yamanashi","JP-YN","JA-1910","Maizuru Castle Prefectural Park","2022-12-03",1
"Japan","Yamanashi","JP-YN","JA-1914","Kanegawano mori Provincial Forest Prefectural Park","2023-04-19",1
"Japan","Yamanashi","JP-YN","JA-1915","Katsuragawa Wellness Prefectural Park","2023-02-23",1
"Thailand","Rayong","TH-RY","HS-0028","Khao Chamao Khao Wong National Park","2023-04-16",1
